Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
223,Frank Jackson\jacksfr01,PG,20,NOP,17,204,3.6,.473,.420,.232,1.1,4.5,2.8,5.7,0.5,0.0,12.6,17.5,,-0.2,0.0,-0.2,-0.048,,-4.3,-4.1,-8.4,-0.3
224,Jaren Jackson\jacksja02,C,19,MEM,30,755,17.8,.591,.260,.327,5.1,16.2,10.5,8.4,2.0,6.7,12.5,22.4,,0.7,1.4,2.0,.130,,-0.9,3.1,2.2,0.8
225,Josh Jackson\jacksjo02,SG,21,PHO,31,664,8.2,.452,.266,.252,3.2,16.4,9.7,16.3,2.2,2.3,19.5,25.3,,-1.9,0.6,-1.3,-0.091,,-6.2,0.3,-5.9,-0.7
226,Justin Jackson\jacksju01,SF,23,SAC,29,589,11.0,.568,.521,.160,1.9,11.1,6.5,8.6,0.9,0.9,5.9,13.1,,0.7,0.2,1.0,.078,,0.2,-1.3,-1.1,0.1
227,Reggie Jackson\jacksre01,PG,28,DET,28,792,14.2,.531,.469,.274,2.2,7.6,4.8,23.6,1.3,0.4,11.6,23.6,,0.9,0.7,1.6,.098,,1.6,-1.7,-0.1,0.4
228,LeBron James\jamesle01,PF,34,LAL,31,1083,26.7,.604,.295,.398,2.7,20.3,11.8,33.1,1.7,1.7,13.1,31.6,,3.2,1.4,4.6,.204,,6.0,1.2,7.2,2.5
229,Jonas Jerebko\jerebjo01,PF,31,GSW,31,643,13.9,.618,.558,.250,7.2,20.1,14.0,11.4,1.0,0.9,12.8,14.7,,1.2,0.6,1.9,.139,,1.7,-0.5,1.2,0.5
230,Alize Johnson\johnsal02,PF,22,IND,4,12,0.1,.258,.000,.667,0.0,35.7,18.4,0.0,0.0,7.5,0.0,14.1,,0.0,0.0,0.0,-0.061,,-15.1,-0.6,-15.7,0.0
231,Amir Johnson\johnsam01,C,31,PHI,29,287,12.7,.610,.200,.288,8.0,20.3,14.3,18.2,1.2,1.9,24.3,17.5,,0.2,0.3,0.5,.092,,-1.8,0.6,-1.1,0.1
232,James Johnson\johnsja01,PF,31,MIA,14,280,9.0,.470,.390,.190,2.6,13.1,7.8,17.3,1.2,1.5,14.3,19.8,,-0.2,0.3,0.1,.020,,-3.2,-0.7,-4.0,-0.1
233,Stanley Johnson\johnsst04,SF,22,DET,24,545,11.5,.509,.507,.134,3.9,17.4,10.3,9.0,2.0,0.9,12.9,20.2,,-0.1,0.7,0.6,.052,,-1.6,0.5,-1.1,0.1
234,Tyler Johnson\johnsty01,PG,26,MIA,22,555,12.7,.546,.458,.234,1.8,10.4,6.1,14.0,1.7,1.7,12.3,19.0,,0.4,0.6,0.9,.079,,-0.6,-0.4,-1.0,0.1
235,Wesley Johnson\johnswe01,SF,31,NOP,21,351,7.6,.560,.579,.079,3.1,12.6,7.9,5.6,1.2,1.6,13.2,10.6,,0.2,0.2,0.4,.048,,-1.4,-0.3,-1.7,0.0
236,Nikola Jokic\jokicni01,C,23,DEN,30,928,25.6,.578,.252,.325,9.4,26.3,17.9,37.1,2.4,2.0,15.7,25.8,,2.7,1.8,4.6,.236,,5.6,4.1,9.7,2.7
237,Damian Jones\jonesda03,C,23,GSW,24,410,15.8,.720,.000,.500,8.7,11.2,10.0,9.0,1.4,5.2,15.1,11.2,,1.0,0.5,1.5,.175,,1.1,2.4,3.5,0.6
238,Derrick Jones\jonesde02,SF,21,MIA,19,318,14.4,.517,.255,.306,10.3,16.5,13.4,4.3,2.3,3.4,9.7,16.2,,0.2,0.5,0.7,.109,,-2.0,1.2,-0.8,0.1
239,Jalen Jones\jonesja04,SF,25,CLE,6,50,13.1,.603,.500,.286,2.1,20.5,11.0,5.8,1.0,1.7,6.0,14.7,,0.1,0.0,0.1,.109,,-0.8,-1.9,-2.8,0.0
240,Tyus Jones\jonesty01,PG,22,MIN,29,520,10.3,.419,.381,.134,1.6,8.4,5.0,22.5,3.1,0.2,10.1,12.8,,0.1,0.4,0.5,.047,,-2.1,0.0,-2.1,0.0
241,DeAndre Jordan\jordade01,C,30,DAL,29,905,17.8,.665,.000,.595,10.8,37.2,24.3,9.9,1.1,2.7,22.4,14.5,,1.5,1.6,3.1,.163,,-1.3,3.4,2.1,0.9
242,Cory Joseph\josepco01,PG,27,IND,31,805,12.1,.513,.336,.075,1.8,13.9,8.0,20.4,2.4,0.9,14.7,14.1,,0.3,1.4,1.7,.103,,-1.4,2.0,0.6,0.5
243,Frank Kaminsky\kaminfr01,PF,25,CHO,18,227,15.8,.591,.439,.354,5.7,16.6,11.1,13.0,0.8,1.9,12.9,20.5,,0.3,0.2,0.5,.109,,0.7,-1.5,-0.8,0.1
244,Enes Kanter\kanteen01,C,26,NYK,32,874,23.0,.602,.042,.279,15.8,29.1,22.2,12.5,0.7,1.3,13.9,22.4,,2.3,0.6,2.9,.159,,2.2,-0.5,1.7,0.8
245,Luke Kennard\kennalu01,SG,22,DET,11,213,7.8,.522,.478,.029,0.9,15.2,7.7,9.0,0.7,1.2,14.7,16.0,,-0.1,0.2,0.1,.026,,-3.4,-0.2,-3.6,-0.1
246,Michael Kidd-Gilchrist\kiddgmi01,PF,25,CHO,22,429,16.0,.544,.113,.319,10.0,19.1,14.5,8.3,0.9,5.0,8.5,17.5,,0.7,0.5,1.2,.132,,-0.9,1.3,0.4,0.3
247,George King\kingge03,SF,25,PHO,1,6,2.0,,,,0.0,18.7,9.3,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.010,,-8.7,-1.2,-9.9,0.0
248,Maxi Kleber\klebima01,PF,27,DAL,25,444,14.9,.551,.576,.227,7.6,14.3,11.0,6.0,1.4,5.9,8.8,15.3,,0.5,0.6,1.2,.128,,-0.2,2.2,2.0,0.5
249,Brandon Knight\knighbr03,PG,27,HOU,3,16,-5.4,.214,.571,.000,0.0,15.1,7.2,8.6,0.0,0.0,0.0,19.3,,-0.1,0.0,-0.1,-0.206,,-10.4,-5.3,-15.7,-0.1
250,Kevin Knox\knoxke01,PF,19,NYK,25,586,9.7,.468,.421,.230,3.6,14.7,8.9,5.7,1.1,1.5,8.9,22.6,,-0.4,0.2,-0.2,-0.017,,-2.9,-2.8,-5.7,-0.5
251,Furkan Korkmaz\korkmfu01,SG,21,PHI,24,342,11.4,.496,.558,.109,2.9,14.0,8.6,12.6,2.1,0.5,7.5,18.0,,0.1,0.4,0.5,.068,,-1.0,-1.1,-2.1,0.0
252,Luke Kornet\kornelu01,PF,23,NYK,10,71,14.1,.508,.810,.286,7.2,17.1,11.9,9.7,2.0,4.8,14.5,16.4,,0.0,0.1,0.1,.066,,-0.5,0.8,0.4,0.0
253,Kyle Korver\korveky01,PF-SG,37,TOT,25,399,11.0,.606,.713,.169,0.6,11.9,6.1,8.3,0.5,1.0,13.6,18.5,,0.3,0.1,0.4,.051,,-0.2,-2.9,-3.1,-0.1
253,Kyle Korver\korveky01,PF,37,CLE,16,251,11.7,.650,.711,.211,0.0,13.2,6.4,10.1,0.6,0.7,17.0,17.4,,0.3,0.0,0.3,.057,,0.3,-3.1,-2.7,0.0
253,Kyle Korver\korveky01,SG,37,UTA,9,148,9.8,.547,.717,.117,1.5,9.8,5.7,5.3,0.3,1.7,8.7,20.3,,0.0,0.1,0.1,.042,,-1.1,-2.7,-3.8,-0.1
254,Kosta Koufos\koufoko01,C,29,SAC,16,245,12.1,.475,.000,.046,8.4,28.9,18.5,9.8,1.9,2.4,13.1,12.9,,0.1,0.3,0.4,.077,,-3.4,2.3,-1.1,0.1
255,Rodions Kurucs\kurucro01,SF,20,BRK,15,231,14.5,.598,.391,.218,6.0,16.9,11.3,4.1,1.3,0.7,12.0,20.0,,0.3,0.2,0.5,.095,,-0.9,-2.3,-3.3,-0.1
256,Kyle Kuzma\kuzmaky01,SF,23,LAL,31,995,15.9,.568,.382,.190,2.6,15.8,9.4,10.2,0.9,1.4,9.8,22.9,,1.1,0.9,2.0,.098,,0.1,-1.1,-0.9,0.3
257,Skal Labissiere\labissk01,PF,22,SAC,8,69,7.2,.566,.421,.474,1.5,19.9,10.6,5.5,1.3,2.5,20.7,17.4,,-0.1,0.1,0.0,.009,,-4.4,-0.6,-5.0,-0.1
258,Jeremy Lamb\lambje01,SG,26,CHO,29,825,16.8,.551,.331,.254,3.2,18.0,10.6,9.3,2.0,0.9,6.0,21.7,,1.2,0.9,2.0,.119,,0.7,-0.7,-0.1,0.4
259,Zach LaVine\lavinza01,SG,23,CHI,28,987,17.4,.556,.275,.321,1.3,13.6,7.4,24.9,1.5,1.3,15.9,31.6,,-0.1,0.7,0.6,.027,,0.5,-1.1,-0.6,0.3
260,Jake Layman\laymaja01,SF,24,POR,23,360,12.8,.599,.490,.108,4.8,11.6,8.3,2.7,2.0,1.8,11.6,14.2,,0.3,0.3,0.7,.090,,-0.2,-0.2,-0.3,0.2
261,T.J. Leaf\leaftj01,PF,21,IND,16,117,8.7,.433,.268,.098,9.7,14.7,12.3,6.0,0.8,1.5,10.5,17.9,,-0.1,0.2,0.1,.029,,-4.7,-0.9,-5.6,-0.1
262,Courtney Lee\leeco01,SG,33,NYK,7,106,14.4,.502,.343,.314,4.8,15.6,10.0,16.4,1.8,0.8,4.8,16.6,,0.2,0.1,0.2,.098,,0.2,-1.2,-1.0,0.0
263,Damion Lee\leeda03,SG,26,GSW,15,191,10.4,.606,.545,.218,1.8,14.2,8.3,2.1,2.0,0.0,11.7,15.4,,0.1,0.2,0.3,.075,,-1.4,-2.4,-3.8,-0.1
264,Alex Len\lenal01,C,25,ATL,28,535,14.3,.578,.254,.391,8.9,18.0,13.3,7.3,0.7,4.1,15.4,20.8,,0.3,0.3,0.7,.059,,-2.2,-0.7,-2.9,-0.1
265,Kawhi Leonard\leonaka01,SF,27,TOR,24,839,25.6,.600,.260,.359,4.2,20.9,13.0,14.0,2.4,1.4,8.8,29.7,,2.5,1.4,3.9,.223,,3.6,1.2,4.8,1.4
266,Meyers Leonard\leoname01,C,26,POR,27,336,17.5,.644,.480,.265,8.6,23.7,16.4,12.6,1.0,0.7,13.4,15.9,,0.9,0.3,1.2,.175,,2.4,-0.2,2.2,0.4
267,Jon Leuer\leuerjo01,PF,29,DET,16,168,16.1,.664,.100,.260,7.2,18.0,12.3,5.7,1.4,0.5,13.9,16.1,,0.3,0.2,0.5,.147,,-0.9,-0.2,-1.1,0.0
268,Caris LeVert\leverca01,SF,24,BRK,14,416,18.7,.557,.299,.299,3.6,12.3,7.8,21.1,2.0,0.9,11.5,26.8,,0.6,0.3,0.9,.105,,1.7,-0.9,0.8,0.3
269,Damian Lillard\lillada01,PG,28,POR,30,1057,25.2,.596,.396,.383,2.3,12.2,7.4,28.4,1.2,1.0,10.1,30.6,,4.0,0.7,4.7,.213,,7.1,-1.4,5.6,2.0
270,Jeremy Lin\linje01,PG,30,ATL,26,479,17.2,.635,.390,.428,1.3,12.1,6.5,26.8,2.0,0.4,18.7,23.2,,0.8,0.2,1.0,.101,,1.2,-2.5,-1.3,0.1
271,Shaun Livingston\livinsh01,PG,33,GSW,21,345,11.5,.492,.012,.317,6.0,7.6,6.8,16.6,1.7,2.5,13.8,13.5,,0.3,0.3,0.6,.083,,-2.2,0.4,-1.7,0.0
272,Zach Lofton\loftoza01,SG,26,DET,1,4,-9.8,.000,1.000,.000,0.0,0.0,0.0,0.0,12.0,0.0,50.0,20.8,,0.0,0.0,0.0,-0.429,,-16.1,8.3,-7.8,0.0
273,Kevon Looney\looneke01,C,22,GSW,31,625,16.1,.630,.031,.359,14.2,14.5,14.4,12.6,0.8,3.4,13.2,12.0,,1.7,0.6,2.3,.177,,2.0,1.5,3.5,0.9
274,Brook Lopez\lopezbr01,C,30,MIL,29,811,13.2,.573,.698,.119,1.9,12.9,7.7,5.6,0.8,5.9,8.8,17.0,,0.6,1.3,1.9,.114,,-0.2,2.1,1.9,0.8
275,Robin Lopez\lopezro01,C,30,CHI,24,408,9.5,.560,.080,.186,5.8,7.9,6.9,9.2,0.5,4.8,22.3,16.9,,-0.2,0.2,0.0,-0.003,,-4.8,0.7,-4.1,-0.2
276,Kevin Love\loveke01,PF,30,CLE,4,136,16.0,.478,.369,.508,7.8,36.8,21.8,15.6,0.4,0.6,11.2,28.8,,0.0,0.1,0.1,.043,,-1.6,-2.1,-3.6,-0.1
277,Kyle Lowry\lowryky01,PG,32,TOR,29,992,18.4,.570,.573,.238,1.6,11.8,7.0,38.9,2.0,1.1,18.1,19.3,,2.3,1.2,3.5,.170,,3.4,0.3,3.7,1.4
278,Jordan Loyd\loydjo01,PG,25,TOR,3,17,32.1,1.261,.667,1.333,6.7,24.1,15.9,8.2,0.0,0.0,17.4,14.6,,0.1,0.0,0.2,.426,,11.2,-2.3,8.8,0.0
279,Timothe Luwawu-Cabarrot\luwawti01,SF,23,OKC,16,116,4.4,.401,.512,.146,3.5,11.9,7.6,4.5,1.6,0.7,10.3,17.1,,-0.2,0.2,0.0,.001,,-6.1,-1.1,-7.2,-0.2
280,Tyler Lydon\lydonty01,PF,22,DEN,9,29,19.7,.901,.500,.250,7.5,7.5,7.5,0.0,0.0,0.0,10.1,14.6,,0.1,0.0,0.1,.194,,4.1,-5.9,-1.8,0.0
281,Trey Lyles\lylestr01,PF,23,DEN,30,621,12.3,.501,.383,.278,3.9,20.6,12.2,10.4,1.4,2.1,13.1,23.7,,-0.3,0.9,0.6,.049,,-2.8,-0.1,-2.9,-0.1
282,Shelvin Mack\macksh01,PG,28,MEM,30,748,11.6,.533,.363,.224,1.7,8.5,5.0,19.9,2.0,0.3,13.7,17.5,,0.2,0.8,1.0,.064,,-1.4,-0.8,-2.2,0.0
283,Daryl Macon\maconda01,SG,23,DAL,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.006,,-6.0,0.4,-5.6,0.0
284,Ian Mahinmi\mahinia01,C,32,WAS,16,214,10.4,.528,.200,1.171,11.5,16.2,13.8,4.7,1.5,2.0,13.1,12.1,,0.3,0.1,0.4,.083,,-2.4,-0.4,-2.8,0.0
285,Thon Maker\makerth01,C,21,MIL,21,250,13.3,.544,.624,.235,4.3,19.6,12.3,6.4,0.7,4.1,6.0,16.7,,0.3,0.4,0.7,.129,,-1.2,0.6,-0.6,0.1
286,Boban Marjanovic\marjabo01,C,30,LAC,23,254,29.8,.683,.010,.690,17.9,27.0,22.6,8.6,1.5,4.5,14.4,25.5,,1.1,0.4,1.5,.280,,3.3,0.7,4.0,0.4
287,Lauri Markkanen\markkla01,PF,21,CHI,8,226,14.1,.478,.479,.124,6.2,21.5,13.8,4.5,2.6,3.0,9.9,27.5,,-0.4,0.3,-0.1,-0.015,,-3.3,-1.3,-4.6,-0.1
288,Jarell Martin\martija01,PF,24,ORL,17,159,5.8,.428,.396,.104,3.4,18.8,10.9,8.8,0.6,1.6,12.2,15.9,,-0.2,0.2,0.0,-0.014,,-6.0,-0.5,-6.5,-0.2
289,Frank Mason\masonfr01,PG,24,SAC,25,347,12.3,.480,.347,.331,1.2,9.8,5.4,27.8,1.9,1.0,16.3,19.8,,0.0,0.2,0.2,.032,,-2.1,-2.0,-4.0,-0.2
290,Wesley Matthews\matthwe02,SG,32,DAL,25,772,13.2,.564,.524,.276,2.0,6.4,4.3,12.3,1.4,0.5,8.7,19.7,,1.1,0.6,1.7,.103,,1.2,-1.7,-0.5,0.3
291,Luc Mbah a Moute\mbahalu01,PF,32,LAC,4,61,7.1,.495,.333,.278,3.6,8.4,6.1,4.6,0.8,1.2,9.0,15.5,,0.0,0.0,0.0,.009,,-2.7,-1.9,-4.7,0.0
292,CJ McCollum\mccolcj01,SG,27,POR,29,998,17.6,.559,.321,.166,2.9,8.4,5.7,12.3,1.2,1.0,8.1,26.2,,1.7,0.5,2.2,.106,,2.0,-2.1,0.0,0.5
293,T.J. McConnell\mccontj01,PG,26,PHI,26,490,12.9,.604,.113,.081,2.0,8.1,5.1,23.4,2.5,1.1,22.4,14.2,,0.4,0.5,0.9,.088,,-1.8,-0.3,-2.1,0.0
294,Doug McDermott\mcderdo01,SF,27,IND,31,545,12.8,.655,.602,.217,1.3,6.9,4.2,6.5,0.8,0.7,7.4,15.3,,1.1,0.6,1.7,.145,,1.3,-1.6,-0.3,0.2
295,JaVale McGee\mcgeeja01,C,31,LAL,29,682,21.9,.640,.016,.235,11.5,17.8,14.8,5.2,1.5,8.5,14.9,19.2,,1.3,1.2,2.5,.173,,-0.6,3.8,3.2,0.9
296,Rodney McGruder\mcgruro01,SG,27,MIA,29,900,11.0,.540,.430,.151,3.6,12.0,7.8,12.5,1.3,0.4,11.9,15.7,,0.7,0.8,1.4,.077,,-0.5,-0.2,-0.8,0.3
297,Alfonzo McKinnie\mckinal01,SF,26,GSW,22,347,12.5,.575,.440,.174,9.9,17.7,14.0,3.9,0.4,1.5,8.6,15.9,,0.5,0.3,0.7,.103,,-0.2,-2.5,-2.7,-0.1
298,Ben McLemore\mclembe01,SG,25,SAC,9,59,1.4,.371,.704,.222,0.0,9.0,4.4,4.2,0.8,0.0,3.3,21.6,,-0.1,0.0,-0.1,-0.102,,-5.1,-5.4,-10.4,-0.1
299,Jordan McRae\mcraejo01,SG,27,WAS,5,25,0.2,.125,.250,.000,0.0,17.9,8.7,9.8,1.9,3.4,0.0,13.6,,-0.1,0.0,-0.1,-0.181,,-11.4,0.7,-10.8,-0.1
300,Salah Mejri\mejrisa01,C,32,DAL,9,56,12.4,.627,.182,.364,10.0,30.7,20.6,7.6,0.0,1.5,19.0,12.0,,0.1,0.1,0.2,.129,,-3.0,-0.1,-3.1,0.0
301,De'Anthony Melton\meltode01,PG,20,PHO,14,261,10.6,.482,.427,.063,1.7,13.7,7.7,23.7,3.3,1.0,19.6,20.6,,-0.3,0.3,-0.1,-0.014,,-3.1,0.2,-2.9,-0.1
302,Chimezie Metu\metuch01,PF,21,SAS,18,105,12.5,.453,.048,.357,8.2,19.0,13.6,14.8,2.3,1.6,17.1,24.4,,-0.1,0.1,0.0,-0.009,,-5.1,0.1,-5.0,-0.1
303,Khris Middleton\middlkh01,SF,27,MIL,27,836,15.7,.565,.504,.255,1.3,17.1,9.6,17.8,1.8,0.3,13.1,24.2,,0.9,1.3,2.1,.123,,0.9,0.1,1.0,0.6
304,C.J. Miles\milescj01,SF,31,TOR,26,390,6.5,.458,.650,.193,1.8,9.7,6.0,5.6,1.2,1.2,9.0,18.5,,-0.3,0.4,0.1,.012,,-2.8,-1.2,-3.9,-0.2
305,Darius Miller\milleda01,SF,28,NOP,27,571,8.2,.571,.797,.123,0.9,5.6,3.3,9.1,1.5,0.7,11.6,11.8,,0.4,0.2,0.6,.051,,0.2,-1.6,-1.3,0.1
306,Patty Mills\millspa02,PG,30,SAS,31,768,12.7,.580,.571,.197,1.3,10.0,5.6,15.3,1.1,0.8,11.5,16.3,,1.0,0.4,1.3,.084,,1.3,-1.7,-0.4,0.3
307,Paul Millsap\millspa01,PF,33,DEN,25,670,20.0,.585,.223,.401,8.5,19.7,14.1,10.8,2.5,3.8,12.4,21.2,,1.2,1.3,2.5,.178,,1.1,2.8,3.9,1.0
308,Shake Milton\miltosh01,SG,22,PHI,6,36,15.7,.536,.500,.000,9.2,5.8,7.4,16.5,1.3,2.2,0.0,16.4,,0.1,0.0,0.1,.161,,2.7,-1.8,0.8,0.0
309,Nikola Mirotic\mirotni01,PF,27,NOP,25,749,18.2,.586,.542,.246,5.7,26.1,16.2,4.9,1.2,1.7,7.7,22.0,,1.4,0.7,2.1,.136,,1.5,-1.9,-0.4,0.3
310,Donovan Mitchell\mitchdo01,SG,22,UTA,27,872,15.4,.517,.357,.222,1.5,9.4,5.5,17.8,2.6,0.8,11.2,30.7,,-0.3,1.1,0.8,.046,,-0.4,-0.7,-1.1,0.2
311,Naz Mitrou-Long\mitrona01,SG,25,UTA,1,4,-13.7,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,,0.0,0.0,0.0,-0.247,,-11.0,-3.1,-14.0,0.0
312,Malik Monk\monkma01,SG,20,CHO,28,540,12.5,.515,.541,.192,1.4,8.6,5.0,15.0,1.4,1.3,11.4,25.8,,-0.1,0.3,0.2,.021,,-0.4,-3.0,-3.4,-0.2
313,Greg Monroe\monrogr01,C,28,TOR,15,120,15.4,.498,.038,.226,19.0,23.1,21.1,6.2,2.4,0.0,17.1,25.3,,0.0,0.2,0.2,.063,,-3.5,-0.9,-4.5,-0.1
314,E'Twaun Moore\mooreet01,SF,29,NOP,28,838,12.7,.584,.311,.130,3.1,5.4,4.3,10.0,1.1,0.6,9.5,18.0,,1.1,0.2,1.3,.072,,0.9,-2.2,-1.3,0.2
315,Jaylen Morris\morrija01,SG,23,MIL,4,29,12.4,.460,.300,.200,0.0,16.9,8.9,18.2,3.2,0.0,8.4,17.2,,0.0,0.1,0.1,.087,,-3.4,0.9,-2.5,0.0
316,Marcus Morris\morrima03,PF,29,BOS,28,760,16.7,.626,.472,.210,3.0,21.5,12.1,8.6,1.1,0.6,11.0,21.2,,1.4,1.2,2.6,.164,,1.2,-0.3,0.8,0.5
317,Markieff Morris\morrima02,PF,29,WAS,30,771,12.9,.550,.446,.221,4.9,17.2,10.9,10.1,1.3,2.0,11.5,19.1,,0.5,0.4,0.9,.055,,-0.7,-0.8,-1.5,0.1
318,Monte Morris\morrimo01,PG,23,DEN,30,746,16.5,.566,.293,.105,1.6,10.5,6.0,23.8,2.0,0.2,6.9,16.6,,1.7,0.9,2.6,.164,,1.7,-0.6,1.1,0.6
319,Emmanuel Mudiay\mudiaem01,PG,22,NYK,25,629,17.2,.559,.293,.283,2.4,10.7,6.4,22.7,1.6,1.4,13.4,23.9,,0.8,0.2,1.0,.078,,1.3,-1.9,-0.5,0.2
320,Jamal Murray\murraja01,PG,21,DEN,30,1038,14.4,.512,.303,.198,2.7,11.4,7.1,22.0,1.3,1.2,12.5,24.4,,0.6,1.2,1.8,.081,,-0.1,-0.4,-0.5,0.4
321,Dzanan Musa\musadz01,SG,19,BRK,7,26,5.8,.403,.429,.143,4.1,8.6,6.3,6.5,3.8,0.0,16.8,29.4,,-0.1,0.0,-0.1,-0.184,,-7.7,-2.5,-10.2,-0.1
322,Mike Muscala\muscami01,PF,27,PHI,25,589,11.5,.574,.720,.338,5.6,15.0,10.4,8.6,0.7,2.2,11.7,14.6,,0.7,0.5,1.3,.102,,0.4,-0.4,0.0,0.3
323,Svi Mykhailiuk\mykhasv01,SF,21,LAL,20,225,5.4,.448,.647,.191,2.4,5.4,3.9,10.0,1.7,0.0,16.0,16.2,,-0.3,0.2,-0.1,-0.026,,-3.8,-2.1,-5.9,-0.2
324,Abdel Nader\naderab01,SF,25,OKC,13,42,9.9,.576,.231,.154,2.4,25.3,13.6,3.4,2.2,2.0,26.5,18.3,,-0.1,0.1,0.0,.032,,-8.0,0.7,-7.2,-0.1
325,Larry Nance\nancela02,C,26,CLE,29,721,18.2,.582,.169,.301,8.6,23.5,15.8,18.1,2.6,2.4,14.8,14.8,,1.3,0.7,2.1,.138,,1.3,2.9,4.2,1.1
326,Shabazz Napier\napiesh01,PG,27,BRK,23,345,14.4,.522,.425,.349,2.5,9.4,5.8,14.4,2.4,1.6,11.1,23.5,,0.2,0.3,0.5,.074,,-0.8,-1.1,-1.9,0.0
327,Raul Neto\netora01,PG,26,UTA,11,123,15.8,.601,.395,.263,1.8,10.0,5.9,33.9,2.4,0.0,20.6,18.8,,0.2,0.1,0.3,.130,,0.1,-1.5,-1.4,0.0
328,Georges Niang\niangge01,PF,25,UTA,21,150,14.9,.623,.698,.170,2.2,17.2,9.7,13.5,1.3,0.6,9.5,18.2,,0.3,0.2,0.5,.145,,1.6,-1.1,0.5,0.1
329,Joakim Noah\noahjo01,C,33,MEM,8,115,9.8,.498,.000,.424,7.9,19.4,13.5,12.2,1.3,4.1,23.5,20.5,,-0.2,0.2,0.0,.002,,-6.7,2.1,-4.7,-0.1
330,Nerlens Noel\noelne01,C,24,OKC,28,398,21.7,.621,.000,.327,14.1,22.7,18.3,4.6,3.4,8.1,13.4,14.5,,0.8,1.2,2.0,.242,,-1.2,6.3,5.1,0.7
331,Dirk Nowitzki\nowitdi01,PF,40,DAL,3,22,7.6,.474,.375,.125,0.0,29.3,15.0,6.8,0.0,0.0,10.6,18.3,,0.0,0.0,0.0,.005,,-6.8,-2.6,-9.3,0.0
332,Frank Ntilikina\ntilila01,PG,20,NYK,29,654,6.5,.449,.450,.119,0.8,8.6,4.5,16.1,1.5,1.4,16.5,16.4,,-0.6,0.2,-0.5,-0.033,,-3.3,-1.5,-4.9,-0.5
333,James Nunnally\nunnaja01,SF,28,MIN,9,52,10.3,.506,.579,.211,0.0,6.2,3.1,13.5,0.9,0.0,4.6,17.6,,0.1,0.0,0.1,.054,,-1.2,-4.2,-5.3,0.0
334,Jusuf Nurkic\nurkiju01,C,24,POR,30,801,23.1,.548,.068,.429,15.4,24.4,20.1,15.2,1.9,3.9,13.6,24.4,,1.7,1.2,2.9,.173,,1.5,3.0,4.5,1.3
335,David Nwaba\nwabada01,SG,26,CLE,18,294,12.9,.508,.364,.500,3.3,16.7,9.7,6.9,2.0,2.0,6.1,17.0,,0.2,0.2,0.4,.066,,-1.6,-0.6,-2.3,0.0
336,Royce O'Neale\onealro01,SF,25,UTA,31,538,8.2,.551,.367,.150,1.9,17.7,9.8,11.5,1.5,0.6,19.0,12.7,,-0.1,0.6,0.6,.052,,-3.3,1.3,-2.0,0.0
337,Kyle O'Quinn\oquinky01,C,28,IND,15,104,19.7,.504,.103,.154,13.2,27.8,20.7,27.0,1.4,6.9,16.1,20.9,,0.1,0.3,0.4,.174,,-0.9,5.7,4.8,0.2
338,Semi Ojeleye\ojelese01,PF,24,BOS,21,236,7.4,.495,.575,.151,4.0,13.6,8.8,1.2,0.6,0.4,8.3,15.5,,-0.1,0.3,0.2,.046,,-3.9,-2.4,-6.4,-0.3
339,Jahlil Okafor\okafoja01,C,23,NOP,13,70,11.8,.535,.000,.194,15.4,14.6,15.0,2.1,0.0,0.0,15.1,23.2,,0.0,0.0,0.0,.026,,-4.3,-6.0,-10.2,-0.1
340,Elie Okobo\okoboel01,PG,21,PHO,18,356,7.5,.461,.395,.113,1.6,10.4,6.0,19.1,2.0,0.7,16.6,19.2,,-0.5,0.2,-0.3,-0.034,,-4.0,-1.4,-5.4,-0.3
341,Josh Okogie\okogijo01,SG,20,MIN,22,406,9.9,.491,.406,.210,3.4,13.2,8.3,7.6,2.1,1.7,11.2,17.6,,-0.1,0.4,0.2,.027,,-2.6,0.1,-2.4,0.0
342,Victor Oladipo\oladivi01,SG,26,IND,20,647,19.6,.527,.374,.247,1.6,20.0,11.1,25.5,2.6,1.4,10.7,29.2,,0.4,1.3,1.7,.129,,1.8,1.9,3.7,0.9
343,Kelly Olynyk\olynyke01,PF,27,MIA,28,583,16.5,.611,.642,.447,4.7,17.1,10.8,15.6,1.7,1.7,14.6,19.1,,1.1,0.7,1.9,.153,,2.1,0.2,2.3,0.6
344,Cedi Osman\osmande01,SF,23,CLE,29,935,8.8,.476,.447,.212,2.0,15.7,8.6,10.7,1.1,0.6,12.1,18.1,,-0.4,0.2,-0.2,-0.010,,-2.1,-1.2,-3.3,-0.3
345,Kelly Oubre\oubreke01,SF,23,WAS,29,755,13.6,.545,.433,.279,3.4,15.5,9.3,3.9,1.7,2.3,8.1,21.0,,0.4,0.4,0.8,.050,,-1.6,-1.9,-3.4,-0.3
346,Zaza Pachulia\pachuza01,C,34,DET,26,336,16.2,.514,.024,.735,14.4,22.3,18.1,14.9,2.4,1.0,14.7,16.0,,0.6,0.5,1.1,.157,,-0.7,2.9,2.2,0.4
